EVENT_UNIQUE_ID,OCCURRENCE_YEAR,LOCATION_TYPE,MENTAL_OR_PHYSICAL_DISABILITY,RACE_BIAS,ETHNICITY_BIAS,LANGUAGE_BIAS,RELIGION_BIAS,SEXUAL_ORIENTATION_BIAS,GENDER_BIAS
GO-20231734789,2023,Streets/Roadways/Highway,None,None,None,None,None,Gay,None
GO-20231749908,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,None,Gay,None
GO-20231766275,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,Jewish,None,None
GO-20231763931,2023,Streets/Roadways/Highway,None,None,Chinese,None,None,None,None
GO-20232050008,2023,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,None,None,None,Lesbian,None
GO-20231810268,2023,Public Transportation,None,Black,None,None,None,None,None
GO-20231828872,2023,Other Commercial / Corporate Places,None,None,None,None,Jewish,None,None
GO-20231843980,2023,Other Commercial / Corporate Places,None,None,None,None,Jewish,None,None
GO-20231851927,2023,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20231886553,2023,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,Black,None,None,None,None,None
GO-20231871576,2023,Religious Place of Worship/Cultural Centre,None,None,None,None,Muslim,None,None
GO-20231892482,2023,Public Transportation,None,East/Southeast Asian,None,None,None,None,None
GO-20231896630,2023,"Open Area, Park or Parking Lot",None,None,None,None,Muslim,None,None
GO-20231908829,2023,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,None,None,Jewish,None,None
GO-20231954273,2023,Other Commercial / Corporate Places,None,None,None,None,None,Gay,None
GO-20231991282,2023,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,None,None,None,Gay,None
GO-20232090824,2023,Streets/Roadways/Highway,None,None,None,None,None,None,Transgender Woman (Identifies As Woman)
GO-20232737287,2023,Other Commercial / Corporate Places,None,None,None,None,Jewish,None,None
GO-20232002537,2023,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20232003749,2023,Public Transportation,None,Black,None,None,None,None,None
GO-20232016569,2023,Public Transportation,None,Black,None,None,None,None,None
GO-20232025430,2023,Public Transportation,None,White,None,None,None,None,None
GO-20232030918,2023,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20232055512,2023,Religious Place of Worship/Cultural Centre,None,None,None,None,Jewish,None,None
GO-20232099596,2023,Other Commercial / Corporate Places,None,None,None,None,Jewish,None,None
GO-20232052832,2023,Religious Place of Worship/Cultural Centre,None,Black,None,None,None,None,None
GO-20232057103,2023,"Open Area, Park or Parking Lot",None,None,None,None,Jewish,None,None
GO-20232064337,2023,"Open Area, Park or Parking Lot",None,None,None,None,Muslim,None,None
GO-20232059557,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,Jewish,None,None
GO-20232087623,2023,Streets/Roadways/Highway,None,None,None,None,None,2SLGBTQ+,None
GO-20239044162,2023,Other Commercial / Corporate Places,None,None,None,None,Jewish,None,None
GO-20232229652,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,None,Gay,None
GO-20232148398,2023,Streets/Roadways/Highway,None,None,Chinese,None,None,None,None
GO-20232148038,2023,Other Commercial / Corporate Places,None,None,None,None,Jewish,None,None
GO-20232156154,2023,Public Transportation,None,None,Indian,None,Muslim,None,None
GO-20232183852,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20232182758,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20232209275,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,Arab,None,Jewish,None,None
GO-20232164582,2023,Streets/Roadways/Highway,None,None,None,None,None,Gay,None
GO-20232173076,2023,Religious Place of Worship/Cultural Centre,None,None,None,None,Jewish,None,None
GO-20232173300,2023,Public Transportation,None,Black,None,None,None,None,None
GO-20232173283,2023,"Open Area, Park or Parking Lot",None,None,None,None,Jewish,None,None
GO-20232185216,2023,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20232188804,2023,Religious Place of Worship/Cultural Centre,None,None,None,None,Jewish,None,None
GO-20232192629,2023,"Open Area, Park or Parking Lot",None,None,None,None,Jewish,None,None
GO-20232200934,2023,Other Commercial / Corporate Places,None,South Asian,None,None,None,None,None
GO-20232467584,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,Jewish,None,None
GO-20232823864,2023,"Open Area, Park or Parking Lot",None,Black,None,None,None,None,None
GO-20232210966,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,None,2SLGBTQ+,None
GO-20232242852,2023,Streets/Roadways/Highway,None,None,Pakistani,None,None,None,None
GO-20232245879,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,None,2SLGBTQ+,None
GO-20232248674,2023,Streets/Roadways/Highway,None,None,None,None,None,2SLGBTQ+,None
GO-20232256336,2023,Other Commercial / Corporate Places,None,None,None,None,None,2SLGBTQ+,None
GO-20232273506,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,None,Gay,None
GO-20232271589,2023,Non-Commercial/Non for Profit,None,None,None,None,None,None,Transgender
GO-20232282820,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,Muslim,None,None
GO-20232380950,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,None,None,Transgender
GO-20232302937,2023,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,Ukrainian,None,None,None,None
GO-20232402172,2023,Public Transportation,None,Black,None,None,None,None,None
GO-20232359389,2023,Religious Place of Worship/Cultural Centre,None,None,None,None,Muslim,None,None
GO-20232365520,2023,"Government Building (Courthouse, Museums, Parliament Building, etc.)",None,None,Arab,None,None,None,None
GO-20232339697,2023,"Open Area, Park or Parking Lot",None,None,None,None,None,Gay,None
GO-20232344356,2023,"Medical Facility (Hospitals, Long-term Care, etc.)",None,None,None,None,Jewish,None,None
GO-20232369053,2023,Business/Retail,None,None,None,None,Jewish,None,None
GO-20232373418,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20232373600,2023,Religious Place of Worship/Cultural Centre,None,None,None,None,Muslim,None,None
GO-20232395965,2023,NA,None,None,None,None,Jewish,None,None
GO-20232412349,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20232394648,2023,Religious Place of Worship/Cultural Centre,None,None,None,None,Jewish,None,None
GO-20232396374,2023,"Open Area, Park or Parking Lot",None,None,None,None,Jewish,None,None
GO-20232399771,2023,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20232400620,2023,Business/Retail,None,None,None,None,None,Gay,None
GO-20232403795,2023,Business/Retail,None,None,None,None,Jewish,None,None
GO-20232408596,2023,Other Commercial / Corporate Places,None,None,Palestinian,None,Muslim,None,None
GO-20232418639,2023,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20232532165,2023,"Government Building (Courthouse, Museums, Parliament Building, etc.)",None,Black,None,None,None,None,None
GO-20232415484,2023,Public Transportation,None,Black,None,None,Jewish,None,None
GO-20232439701,2023,Other Commercial / Corporate Places,None,None,None,None,Jewish,None,None
GO-20232458908,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,Transgender
GO-20232449190,2023,Public Transportation,None,None,None,None,None,None,Transgender
GO-20232436046,2023,"Open Area, Park or Parking Lot",None,Other race not mentioned,None,None,None,None,None
GO-20232447380,2023,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20232449069,2023,Other Commercial / Corporate Places,None,None,None,None,Muslim,None,None
GO-20232448365,2023,Streets/Roadways/Highway,None,None,None,None,Muslim,None,None
GO-20232591614,2023,NA,None,White,None,None,None,None,None
GO-20232475232,2023,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20232479821,2023,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,Black,None,None,Jewish,None,None
GO-20232515195,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,None,None,None
GO-20232485267,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20232540814,2023,Other Commercial / Corporate Places,None,None,None,None,Hindu,2SLGBTQ+,None
GO-20232496769,2023,Other Commercial / Corporate Places,None,None,Palestinian,None,None,None,None
GO-20232501317,2023,Business/Retail,None,None,None,None,Muslim,None,None
GO-20232504410,2023,"Government Building (Courthouse, Museums, Parliament Building, etc.)",None,None,Israeli,None,None,None,None
GO-20232532044,2023,Streets/Roadways/Highway,None,None,Israeli,None,None,None,None
GO-20232512011,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,Muslim,None,None
GO-20232533668,2023,"Government Building (Courthouse, Museums, Parliament Building, etc.)",None,None,None,None,Jewish,None,None
GO-20232519906,2023,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20232525460,2023,Streets/Roadways/Highway,None,None,None,None,None,Gay,None
GO-20232528015,2023,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20232536755,2023,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20232532137,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20232541211,2023,Religious Place of Worship/Cultural Centre,None,None,None,None,Jewish,None,None
GO-20232545224,2023,Streets/Roadways/Highway,None,None,Israeli,None,None,None,None
GO-20232542929,2023,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20232538673,2023,Public Transportation,None,None,Indian,None,None,None,None
GO-20232550528,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,None,Gay,None
GO-20232567518,2023,Public Transportation,None,None,Palestinian,None,None,None,None
GO-20232565996,2023,Streets/Roadways/Highway,None,None,Palestinian,None,None,None,None
GO-20232564313,2023,Other Commercial / Corporate Places,None,None,None,None,Jewish,None,None
GO-20232571644,2023,Business/Retail,None,None,None,None,Jewish,None,None
GO-20232581101,2023,Other Commercial / Corporate Places,None,None,None,None,Muslim,None,None
GO-20232575784,2023,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20232574900,2023,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,Black,None,None,Jewish,None,None
GO-20232589274,2023,Religious Place of Worship/Cultural Centre,None,None,None,None,Jewish,None,None
GO-20232589983,2023,Streets/Roadways/Highway,None,None,None,None,None,None,Transgender Woman (Identifies As Woman)
GO-20232589313,2023,Other Commercial / Corporate Places,None,Black,None,None,None,None,None
GO-20232598466,2023,Other Commercial / Corporate Places,None,None,None,None,None,Gay,None
GO-20232596592,2023,"Open Area, Park or Parking Lot",None,None,None,None,Muslim,None,None
GO-20232707264,2023,"Medical Facility (Hospitals, Long-term Care, etc.)",None,South Asian,None,None,None,None,None
GO-20232602337,2023,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20232617011,2023,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,None,None,Jewish,None,None
GO-20232630192,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,None,2SLGBTQ+,None
GO-20232641453,2023,Streets/Roadways/Highway,None,None,Palestinian,None,None,None,None
GO-20232640721,2023,Streets/Roadways/Highway,None,None,None,None,Muslim,None,None
GO-20232652751,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20232656693,2023,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20232661641,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,Black,None,None,Muslim,None,None
GO-20232659461,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20232665802,2023,Religious Place of Worship/Cultural Centre,None,None,None,None,Muslim,None,None
GO-20232685865,2023,Religious Place of Worship/Cultural Centre,None,None,None,None,Jewish,None,None
GO-20232685470,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20232690083,2023,"Government Building (Courthouse, Museums, Parliament Building, etc.)",None,None,None,None,Jewish,None,None
GO-20232683410,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,Jewish,None,None
GO-20232696349,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20239059797,2023,NA,None,None,None,None,None,Gay,None
GO-20232696683,2023,Other Commercial / Corporate Places,None,None,None,None,Jewish,None,None
GO-20232698574,2023,"Government Building (Courthouse, Museums, Parliament Building, etc.)",None,Black,None,None,None,None,None
GO-20232717379,2023,Other Commercial / Corporate Places,None,None,None,None,None,Gay,None
GO-20232769632,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,Jewish,None,None
GO-202327222475,2023,NA,None,None,Israeli,None,None,None,None
GO-20232736077,2023,Other Commercial / Corporate Places,None,None,None,None,Jewish,None,None
GO-20232778443,2023,"Government Building (Courthouse, Museums, Parliament Building, etc.)",None,None,Palestinian,None,None,None,None
GO-20232756674,2023,"Open Area, Park or Parking Lot",None,None,Other Ethnicity not mentioned,None,None,None,None
GO-20232766120,2023,"Open Area, Park or Parking Lot",None,None,None,None,Muslim,None,None
GO-20232779039,2023,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20232780883,2023,Public Transportation,None,South Asian,None,None,None,2SLGBTQ+,None
GO-20232792446,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,None,None,None
GO-20232808832,2023,Religious Place of Worship/Cultural Centre,None,None,Israeli,None,None,None,None
GO-20232805810,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20232820382,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20232816175,2023,Other Commercial / Corporate Places,None,None,None,None,Jewish,None,None
GO-20232839768,2023,Business/Retail,None,None,None,None,Jewish,None,None
GO-20232847542,2023,Business/Retail,None,None,None,None,Jewish,None,None
GO-20232860486,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,None,None,None
GO-20232869642,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,None,None,None
GO-20232873636,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20232883263,2023,Public Transportation,None,Black,None,None,None,None,None
GO-20232899439,2023,Streets/Roadways/Highway,None,None,Other Ethnicity not mentioned,None,None,None,None
GO-20232899275,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20232909250,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,Jewish,None,None
GO-20232909967,2023,Streets/Roadways/Highway,None,East/Southeast Asian,None,None,None,None,None
GO-20232917436,2023,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Muslim,None,None
GO-20232921997,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,None,None,Transgender
GO-20232944962,2023,Streets/Roadways/Highway,None,None,Palestinian,None,None,None,None
GO-20232947393,2023,Streets/Roadways/Highway,None,None,Palestinian,None,None,None,None
GO-20232949135,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,None,Gay,None
GO-20232972439,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,None,2SLGBTQ+,None
GO-20232979221,2023,Public Transportation,None,None,Indian,None,None,None,None
GO-20232975615,2023,Business/Retail,None,None,Mexican,None,None,None,None
GO-20232980348,2023,Other Commercial / Corporate Places,None,None,Israeli,None,None,None,None
GO-20232984330,2023,"Apartment Building (Condo, Retirement Buidling, etc.)",None,Black,None,None,None,None,None
